V8,V9,V10,Consent,CrowdFlower ID,Gender,Age,check,check_TEXT,1A_acceptance,1A_confidence,2B_acceptance,2B_confidence,3A_acceptance,3A_confidence,4B_acceptance,4B_confidence,5A_acceptance,5A_confidence,6B_acceptance,6B_confidence,7A_acceptance,7A_confidence,8B_acceptance,8B_confidence,9A_acceptance,9A_confidence,10B_acceptance,10B_confidence,11A_acceptance,11A_confidence,12B_acceptance,12B_confidence,13A_acceptance,13A_confidence,14B_acceptance,14B_confidence,15A_acceptance,15A_confidence,16B_acceptance,16B_confidence,17A_acceptance,17A_confidence,18B_acceptance,18B_confidence,1B_acceptance,1B_confidence,2A_acceptance,2A_confidence,3B_acceptance,3B_confidence,4A_acceptance,4A_confidence,5B_acceptance,5B_confidence,6A_acceptance,6A_confidence,7B_acceptance,7B_confidence,8A_acceptance,8A_confidence,9B_acceptance,9B_confidence,10A_acceptance,10A_confidence,11B_acceptance,11B_confidence,12A_acceptance,12A_confidence,13B_acceptance,13B_confidence,14A_acceptance,14A_confidence,15B_acceptance,15B_confidence,16A_acceptance,16A_confidence,17B_acceptance,17B_confidence,18A_acceptance,18A_confidence,serious
16/06/17 14:58,16/06/17 15:05,1,1,22016719,2,31,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,6,6,2,4,,,3,1,,,,,,,,,5,3,4,3,5,4,5,4,3,4,6,6,,,1
16/06/17 15:04,16/06/17 15:07,1,1,34080947,2,32,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,4,6,,,,,6,5,,,5,7,5,7,5,4,5,6,7,6,,,5,3,,,,,,,5,6,1
16/06/17 14:58,16/06/17 15:08,1,1,36350388,2,36,7,I read the instructions,5,6,3,5,5,5,5,5,,,2,6,,,,,4,4,,,5,5,3,4,,,3,4,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 15:14,16/06/17 15:20,1,1,43417257,2,20,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,6,6,6,6,,,,,,,5,5,6,6,,,3,4,6,5,,,,,,,5,5,,,5,5,4,5,1
16/06/17 15:21,16/06/17 15:26,1,1,43604970,2,31,7,I read the instructions,,,3,5,6,5,,,5,5,,,4,5,,,5,3,5,5,6,6,,,,,5,5,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 15:16,16/06/17 15:27,1,1,43267113,1,31,2,,6,6,6,6,2,6,2,6,,,5,3,,,6,6,,,,,,,7,7,7,6,,,,,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 15:20,16/06/17 15:29,1,1,42660466,2,35,7,i read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,5,5,5,5,,,6,7,6,6,,,5,5,5,5,,,6,6,6,6,,,,,1
16/06/17 15:25,16/06/17 15:32,1,1,5736016,2,32,7,I read the instructions,,,,,4,4,5,5,,,1,6,,,3,4,6,5,4,4,6,6,5,5,5,6,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 15:31,16/06/17 15:33,1,1,37501225,2,,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,,,4,4,3,5,,,4,5,,,,,,,,,6,5,4,4,5,5,3,4,4,4,,,1
16/06/17 15:31,16/06/17 15:33,1,1,43541506,2,35,7,i read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,6,,,5,5,,,6,6,,,5,6,,,6,6,,,5,5,6,6,,,6,6,6,6,,,1
16/06/17 15:31,16/06/17 15:34,1,1,39511002,1,31,7,i read the instructions,3,4,5,6,,,,,4,5,4,5,5,4,4,5,4,5,,,3,4,,,,,,,5,5,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 15:24,16/06/17 15:34,1,1,35849301,2,67,7,I read the instructions,5,6,,,,,6,6,2,6,,,6,6,,,,,,,,,1,6,,,2,6,7,7,5,6,5,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 15:33,16/06/17 15:42,1,1,41841195,2,32,7,i read the instructions,4,7,3,7,,,,,,,4,7,,,,,5,7,6,7,,,,,6,7,7,7,7,7,1,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 15:39,16/06/17 15:46,1,1,35444495,2,32,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,7,7,,,6,6,3,5,3,5,,,6,6,,,6,5,,,6,6,,,,,6,5,,,,,6,5,1
16/06/17 15:40,16/06/17 15:46,1,1,22298499,1,21,7,I read the instructions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,6,6,6,6,5,5,6,6,,,,,,,,,6,6,,,6,6,7,7,,,,,7,7,6,6,1
16/06/17 15:30,16/06/17 15:47,1,1,40174727,2,30,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,5,5,,,,,2,4,,,7,6,6,6,4,4,5,4,,,4,3,,,4,3,,,5,6,1
16/06/17 15:41,16/06/17 15:49,1,1,34040918,2,32,7,I read the instructions,5,4,2,4,,,,,5,6,,,4,6,4,6,5,3,3,6,4,6,,,,,,,,,,,6,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 15:43,16/06/17 15:52,1,1,6331127,1,62,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,1,7,3,4,2,4,,,4,3,5,6,2,4,,,,,5,5,,,,,2,4,5,5,1
16/06/17 15:43,16/06/17 15:53,1,1,6330997,2,58,7,I read the instructions,,,,,4,5,4,6,,,1,7,,,,,,,,,4,5,3,5,6,5,2,6,7,7,4,6,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 15:36,16/06/17 15:55,1,1,22096649,2,32,7,I read the instructions,,,,,6,6,4,4,5,5,,,5,5,5,5,,,1,1,,,4,4,6,6,2,4,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 15:34,16/06/17 15:57,1,1,42412200,1,49,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,6,6,6,6,,,,,6,6,6,6,,,6,6,,,6,6,6,6,,,6,6,6,6,,,,,1
16/06/17 15:47,16/06/17 15:58,1,1,43538248,2,35,7,I read the instructions,,,,,,,4,5,7,7,1,6,,,6,6,4,3,3,4,,,,,7,7,7,7,,,,,7,7,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 15:49,16/06/17 15:58,1,1,12897465,2,49,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,4,5,7,,,6,5,,,,,5,6,3,4,,,,,5,7,,,,,5,4,4,6,3,6,,,1
16/06/17 15:52,16/06/17 15:59,1,1,31201977,2,37,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,4,4,,,2,4,2,4,4,4,3,4,,,,,,,4,4,,,4,4,3,4,,,4,4,1
16/06/17 15:51,16/06/17 16:00,1,1,31063905,2,21,7,I read the instructions,7,6,5,5,6,7,2,7,,,,,5,6,,,,,,,6,7,2,7,,,3,5,6,7,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 15:56,16/06/17 16:04,1,1,1856261,2,65,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,3,2,,,4,4,3,2,4,2,,,1,3,2,2,2,1,3,3,3,1,1
16/06/17 16:02,16/06/17 16:06,1,1,34233594,2,32,7,i read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4,7,,,3,4,4,7,,,,,2,7,4,4,5,5,7,7,2,7,6,5,,,,,,,,,1
16/06/17 16:05,16/06/17 16:09,1,1,42436432,2,50,7,I read the instructions,6,6,,,6,7,,,6,6,6,6,,,5,5,5,5,,,6,6,2,6,,,,,,,4,4,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:08,16/06/17 16:11,1,1,22594314,1,49,7,I read the instructions,,,5,6,6,5,,,,,6,5,5,6,4,5,,,6,5,,,,,6,7,,,5,5,,,6,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:06,16/06/17 16:14,1,1,1870723,2,47,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,6,7,,,5,6,,,2,6,2,6,,,,,5,6,4,6,,,4,6,,,6,6,,,,,5,6,1
16/06/17 16:03,16/06/17 16:17,1,1,25419319,1,44,7,I read the instructions,6,6,4,7,,,7,7,,,,,7,7,,,7,7,,,,,,,7,7,4,7,6,6,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:09,16/06/17 16:17,1,1,18137958,2,54,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,7,6,4,4,,,2,6,7,6,6,6,,,,,6,6,,,5,5,,,6,4,6,6,,,1
16/06/17 16:14,16/06/17 16:19,1,1,37766446,1,41,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,4,6,6,,,2,4,4,4,3,4,4,4,,,,,,,,,1,7,6,5,,,7,7,,,1
16/06/17 16:16,16/06/17 16:22,1,1,29768955,1,51,7,I read the instructions,,,,,5,3,,,,,2,6,6,6,5,5,,,2,5,,,3,3,,,3,5,6,6,,,6,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:10,16/06/17 16:27,1,1,34067334,2,44,7,I read the instructions,5,6,4,6,,,3,4,5,5,,,,,,,4,5,3,5,5,5,3,5,6,5,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:20,16/06/17 16:29,1,1,43608685,1,23,7,I read the instructions,,,1,6,4,5,4,5,3,4,2,5,,,3,4,,,,,3,5,2,4,5,6,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:28,16/06/17 16:30,1,1,34120654,1,36,7,I read the instructions,4,5,,,5,4,,,,,5,4,4,5,,,,,,,,,3,5,5,5,4,5,6,5,,,6,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:22,16/06/17 16:30,1,1,,2,46,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,4,4,3,4,4,4,3,4,,,5,5,,,,,4,4,5,5,5,4,,,,,4,5,,,,,1
16/06/17 16:22,16/06/17 16:30,1,1,41280604,1,49,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,2,3,,,,,,,5,4,6,6,6,5,6,6,6,5,,,6,5,5,4,,,5,4,1
16/06/17 16:26,16/06/17 16:33,1,1,27753923,2,23,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,7,7,,,,,7,1,5,1,,,6,4,,,4,4,3,1,,,7,7,6,5,,,6,5,,,1
16/06/17 16:29,16/06/17 16:35,1,1,37804664,1,57,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,7,7,,,,,2,6,,,1,7,,,,,7,6,,,,,6,3,2,5,6,6,,,2,6,5,5,1
16/06/17 16:25,16/06/17 16:35,1,1,3214345,2,51,7,I read the instructions,7,7,4,4,,,6,6,6,6,,,,,7,7,7,7,6,6,7,7,,,,,7,7,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:29,16/06/17 16:36,1,1,7899370,2,36,7,I read he instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,,,,,,,6,4,5,3,6,5,5,3,,,,,5,4,,,4,3,6,4,5,3,1
16/06/17 16:23,16/06/17 16:37,1,1,31345986,2,50,7,I read the instructions,5,4,,,,,,,5,3,,,5,3,,,4,3,5,4,6,5,,,,,4,1,6,5,4,2,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:33,16/06/17 16:38,1,1,31967679,1,55,7,I read the instructions,,,5,2,,,2,6,6,6,,,6,3,,,4,2,4,4,,,1,6,6,6,,,6,6,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:28,16/06/17 16:39,1,1,38082417,2,27,7,I read the instructions,,,5,5,7,7,5,5,,,3,3,,,3,3,,,,,6,6,,,6,6,,,6,6,4,4,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:36,16/06/17 16:43,1,1,31956791,1,50,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,4,4,,,1,4,3,4,5,4,7,7,3,3,,,,,4,4,6,4,,,5,4,,,,,1
16/06/17 16:33,16/06/17 16:44,1,1,32148803,2,23,7,I read the instructions,5,5,,,,,,,6,6,2,4,5,4,7,6,,,2,7,,,2,4,,,1,4,,,4,1,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:38,16/06/17 16:46,1,1,27990857,2,25,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,3,4,,,3,4,,,,,,,,,,,4,4,5,5,4,4,,,3,3,,,4,4,4,4,1
16/06/17 16:33,16/06/17 16:50,1,1,18785646,2,39,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,5,5,4,1,3,5,3,5,6,5,,,6,6,,,5,4,,,,,,,6,6,,,6,4,1
16/06/17 16:33,16/06/17 16:52,1,1,43614680,1,29,2,,,,7,7,5,5,,,,,,,5,3,,,6,6,7,5,5,6,5,5,,,,,5,6,6,6,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:46,16/06/17 16:52,1,1,37060395,1,32,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,2,7,,,3,5,5,6,,,,,,,,,2,6,,,4,5,,,4,3,6,6,5,3,6,7,1
16/06/17 16:39,16/06/17 16:53,1,1,6576528,1,51,7,I read the instructions,7,7,,,,,6,6,3,3,7,7,,,,,5,5,,,4,4,,,7,7,5,5,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:51,16/06/17 16:57,1,1,31708939,2,29,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,3,5,,,6,7,6,6,6,6,,,5,5,3,6,,,,,3,5,5,4,2,7,1
16/06/17 16:53,16/06/17 16:59,1,1,42470457,1,24,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,7,6,6,5,6,6,6,3,4,6,5,,,,,,,,,5,6,,,6,6,6,5,,,,,,,1
16/06/17 16:52,16/06/17 17:01,1,1,15004831,2,56,7,I read the instructions,,,,,7,7,,,,,,,5,5,4,4,,,7,7,,,,,7,7,1,7,7,7,4,4,7,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:55,16/06/17 17:02,1,1,36826029,1,37,7,I read the instructions,6,6,,,,,4,4,6,6,,,5,4,6,6,6,6,,,6,6,3,3,,,,,6,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 16:49,16/06/17 17:07,1,1,11257883,1,46,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,5,5,,,,,2,6,6,6,2,5,5,5,4,6,3,6,,,5,6,5,5,,,,,,,1
16/06/17 17:01,16/06/17 17:09,1,1,43335715,2,34,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,6,3,6,,,4,6,,,,,6,6,3,3,6,6,4,6,,,,,5,6,,,6,6,,,,,1
16/06/17 17:03,16/06/17 17:10,1,1,39689821,2,37,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,4,1,1,4,,,,,5,4,,,7,7,4,4,,,1,3,7,5,6,6,6,5,1
16/06/17 17:02,16/06/17 17:12,1,1,20512953,2,38,7,I read the instructions ,,,4,3,6,4,,,,,2,6,,,,,3,5,4,3,,,,,6,7,4,4,,,3,5,6,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 17:07,16/06/17 17:15,1,1,31726334,1,61,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,6,6,5,6,,,3,5,,,,,,,1,7,,,2,6,,,6,6,3,3,,,,,6,4,4,3,1
16/06/17 17:06,16/06/17 17:16,1,1,5726847,1,40,7,I read the instructions,,,6,6,7,7,7,7,,,2,6,,,7,7,,,6,6,,,6,6,,,,,6,5,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 17:08,16/06/17 17:18,1,1,43453472,1,21,7,i read the instructions,6,5,,,7,6,,,5,3,,,2,4,,,,,,,1,4,,,6,6,4,1,7,7,3,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 17:13,16/06/17 17:20,1,1,6309240,2,50,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,7,,,,,,,,,2,6,5,6,,,,,,,6,6,5,5,7,7,5,5,,,6,6,3,5,1
16/06/17 17:12,16/06/17 17:21,1,1,1023541456,1,38,7,he leido las instrucciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,5,7,5,6,5,6,6,7,5,6,6,7,6,7,5,6,,,,,,,,,4,5,,,,,1
16/06/17 17:17,16/06/17 17:26,1,1,9559045,2,38,7,I read the instructions,7,6,5,5,,,5,4,,,3,5,6,6,4,4,6,5,4,3,,,3,5,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 17:30,16/06/17 17:35,1,1,36166698,2,36,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,6,,,2,2,,,4,6,7,7,6,7,6,6,4,7,,,4,3,,,,,,,4,6,,,1
16/06/17 17:12,16/06/17 17:37,1,1,6417754,1,52,7,I read the instructions,7,7,7,4,,,,,7,7,6,3,,,7,6,6,5,,,2,6,,,7,7,6,7,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 17:22,16/06/17 17:43,1,1,36117325,2,37,6,,,,,,,,4,6,,,,,6,6,,,,,6,6,7,6,5,5,6,6,5,5,6,6,4,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 17:40,16/06/17 17:45,1,1,Leanne,2,24,7,I read the instructions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,3,3,,,2,1,,,,,,,,,3,4,5,5,3,4,1,4,5,5,3,3,,,4,3,1
16/06/17 17:41,16/06/17 17:45,1,1,39103744,2,26,7,I read the instructions,,,5,5,7,7,5,5,6,6,3,5,5,5,,,,,,,,,1,4,7,7,,,7,7,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 17:41,16/06/17 17:48,1,1,1023541,2,54,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,,,7,7,2,3,1,6,1,7,7,7,,,6,6,,,6,6,,,6,6,,,,,,,,,1
16/06/17 17:47,16/06/17 17:56,1,1,43250581,1,35,7,Other,6,7,,,7,7,,,7,7,,,,,7,7,7,7,7,7,7,7,,,,,7,7,,,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 17:52,16/06/17 17:58,1,1,43611455,1,30,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,4,4,,,,,,,5,5,4,3,3,4,5,5,,,4,5,,,4,5,,,5,5,3,4,1
16/06/17 17:57,16/06/17 17:59,1,1,venusdemilom,2,34,7,I read the instructions,7,7,,,,,7,6,5,5,,,5,7,6,7,,,,,5,6,,,5,6,,,5,5,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 17:49,16/06/17 17:59,1,1,43175089,2,39,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,3,4,2,6,,,,,1,7,,,,,7,7,,,4,4,6,6,4,4,5,6,6,6,1
16/06/17 18:04,16/06/17 18:13,1,1,11438331,2,39,7,I read the instruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,7,4,4,,,2,6,,,1,7,7,7,1,7,,,,,,,1,7,,,,,1,7,4,7,,,1
16/06/17 18:07,16/06/17 18:15,1,1,41821656,1,40,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,6,7,,,6,6,3,4,,,,,7,7,6,6,5,6,,,7,7,6,6,1,6,,,,,1
16/06/17 18:06,16/06/17 18:17,1,1,28564242,2,20,7,I read the instructions,,,3,4,3,6,,,7,7,1,7,,,,,2,6,5,6,,,1,7,,,3,5,,,5,6,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 18:10,16/06/17 18:20,1,1,6082058,2,55,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,7,4,,,,,4,4,,,5,5,,,3,5,,,5,5,,,,,,,5,4,3,5,4,4,4,4,1
16/06/17 18:11,16/06/17 18:20,1,1,43484813,1,31,7,I read the instructions,,,5,5,5,7,5,5,,,4,5,,,5,5,4,5,4,5,,,,,,,6,6,4,5,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 18:19,16/06/17 18:24,1,1,6546042,2,44,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5,4,1,5,6,5,3,5,,,,,7,7,,,,,2,4,,,3,6,,,7,7,7,7,,,,,1
16/06/17 18:14,16/06/17 18:24,1,1,15925358,2,43,7,I read the instructions,6,6,,,,,4,4,,,,,6,4,,,6,4,,,5,4,2,6,7,7,4,4,,,,,7,7,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 18:21,16/06/17 18:25,1,1,29350031,2,27,7,I read the instructions,,,2,5,,,,,4,2,,,6,6,,,,,3,3,6,5,2,5,7,7,,,7,7,4,4,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 18:16,16/06/17 18:30,1,1,5814726,2,59,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,4,6,6,6,,,1,7,,,6,7,,,5,6,,,6,7,4,7,4,6,,,,,,,4,4,1
16/06/17 18:27,16/06/17 18:34,1,1,20043657,1,34,7,I read the instructions,5,4,4,3,7,6,,,,,3,3,,,4,4,,,6,5,5,5,4,2,,,,,6,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
16/06/17 13:23,16/06/17 13:23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/17 13:40,16/06/17 13:45,0,1,42586245,1,30,7,He le’do las instrucciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/17 13:56,16/06/17 13:57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/17 13:55,16/06/17 13:58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/17 14:15,16/06/17 14:17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/17 14:12,16/06/17 14:30,0,1,41868977,1,21,7,I read the instructions,,,6,6,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/17 14:50,16/06/17 14:51,0,1,38935031,2,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/17 15:39,16/06/17 15:40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/17 15:24,16/06/17 15:27,0,1,21467491,2,41,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/17 16:44,16/06/17 16:50,0,1,,2,32,6,,,,,,5,5,5,5,5,4,,,,,5,6,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/17 17:46,16/06/17 17:47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/17 18:59,16/06/17 19:00,0,1,6417754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
